PS,r,l,result,sDev,time,acc,den,n
5,0.15,0.03,0.067396,0.000512,0:00:40.009387,1.0,0.0,10
5,0.15,0.06,0.067703,5.4e-05,0:00:19.934495,1.0,0.0,10
5,0.95,0.06,0.067398,0.001013,0:04:54.966030,1.0,0.0,10
5,0.095,0.03,0.067684,0.000105,0:00:35.709531,1.0,0.0,10
5,0.095,0.06,0.067231,0.00125,0:00:18.601504,1.0,0.0,10
