relationship,method,colourDistribution,static,l,r,maxExecsPS,result,time
colours,and,random2colours,True,0.06,0.095,3,0.06928528937171544,147.7405846118927
colours,and,random2colours,True,0.06,0.095,3,0.06928528937171544,147.71262526512146
colours,and,random2colours,True,0.06,0.15,3,0.06928528937171544,149.6953911781311
colours,and,random2colours,True,0.06,0.15,3,0.06928528937171544,145.81693649291992
