relationship,method,colourDistribution,static,l,r,maxExecsPS,result,time
colours,numbers,4rectangles,True,0.06,0.095,3,0.06928528937171544,154.7503378391266
colours,numbers,4rectangles,True,0.06,0.095,3,0.06928528937171544,142.30646347999573
colours,numbers,4rectangles,True,0.06,0.15,3,0.06928528937171544,161.79256534576416
colours,numbers,4rectangles,True,0.06,0.15,3,0.06928528937171544,162.62718963623047
