temp,it,bestsd,sd,acc
0.8553007811465052,0,0.06773617414039394,0.06800140843644499,0
0.8553007811465052,1,0.06773617414039394,0.06799759866970179,0
0.8553007811465052,2,0.06722910035255186,0.06722910035255186,1
0.8553007811465052,3,0.06722910035255186,0.06773053287267318,0
0.8553007811465052,4,0.06722910035255186,0.06744859393554337,0
0.8553007811465052,5,0.06717435062918327,0.06717435062918327,1
0.8553007811465052,6,0.06717435062918327,0.06833724348001258,0
0.8553007811465052,7,0.06700732096506905,0.06700732096506905,1
0.8553007811465052,8,0.06700732096506905,0.0704640127007338,0
0.8553007811465052,9,0.06700732096506905,0.07650148400642576,0
0.8553007811465052,10,0.06700732096506905,0.06701385115711096,0
0.8553007811465052,11,0.06700732096506905,0.0670900086432344,0
0.8553007811465052,12,0.0669362972382847,0.0669362972382847,1
0.8553007811465052,13,0.06690550167580743,0.06690550167580743,1
0.8553007811465052,14,0.06690550167580743,0.07036317570871403,0
0.8553007811465052,15,0.06690550167580743,0.06702007627887106,0
0.8553007811465052,16,0.06455366364625022,0.06455366364625022,1
0.8553007811465052,17,0.06455366364625022,0.0649905046441098,0
0.8553007811465052,18,0.06455366364625022,0.0645817250577301,0
0.8553007811465052,19,0.06455366364625022,0.06530939444750523,0
0.8553007811465052,20,0.06455366364625022,0.06456934654370695,0
0.8553007811465052,21,0.06455366364625022,0.06455587978287565,0
0.8553007811465052,22,0.06453223322975492,0.06453223322975492,1
0.8553007811465052,23,0.06424837423863902,0.06424837423863902,1
0.8553007811465052,24,0.06421950110787514,0.06421950110787514,1
0.8553007811465052,25,0.06421950110787514,0.06446280205407984,0
0.8553007811465052,26,0.0641055068867965,0.0641055068867965,1
0.8553007811465052,27,0.0641055068867965,0.06637168058992422,0
0.8553007811465052,28,0.0641055068867965,0.06417602654603881,0
0.8553007811465052,29,0.0641055068867965,0.06423192211357363,0
0.8553007811465052,30,0.0641055068867965,0.06411640746012544,0
0.8553007811465052,31,0.057381095376368416,0.057381095376368416,1
0.8553007811465052,32,0.057381095376368416,0.0578813833737481,0
0.8553007811465052,33,0.057381095376368416,0.059966357866704616,0
0.8553007811465052,34,0.057381095376368416,0.0573826067630282,0
0.8553007811465052,35,0.05683099718808545,0.05683099718808545,1
0.8553007811465052,36,0.05683099718808545,0.0568488267132338,0
0.8553007811465052,37,0.05642988850905854,0.05642988850905854,1
0.8553007811465052,38,0.05642988850905854,0.05685441106904651,0
0.8553007811465052,39,0.05642988850905854,0.05834406902725857,0
0.8553007811465052,40,0.05642988850905854,0.0682343285556911,0
0.8553007811465052,41,0.05642988850905854,0.05683717139245076,0
0.8553007811465052,42,0.05642988850905854,0.056444081620807635,0
0.8553007811465052,43,0.056396383345358674,0.056396383345358674,1
0.8553007811465052,44,0.056396383345358674,0.056528444436933445,0
0.8553007811465052,45,0.056396383345358674,0.0568103815727309,0
0.8553007811465052,46,0.056396383345358674,0.057035442546555244,0
0.8553007811465052,47,0.056385956423122385,0.056385956423122385,1
0.8553007811465052,48,0.056385956423122385,0.0699526369605942,0
0.8553007811465052,49,0.056385956423122385,0.057679522933680956,0
0.8553007811465052,50,0.056385335251522686,0.056385335251522686,1
0.8553007811465052,51,0.056385335251522686,0.05641462528970402,0
0.8553007811465052,52,0.056382202227603664,0.056382202227603664,1
0.8553007811465052,53,0.056382202227603664,0.060605291894074466,0
0.8553007811465052,54,0.056382202227603664,0.056967011806261035,0
0.8553007811465052,55,0.056382202227603664,0.07018721918687491,0
0.8553007811465052,56,0.056382202227603664,0.057856317411249004,0
0.8553007811465052,57,0.056382202227603664,0.07660788492571073,0
