temp,it,bestsd,sd
0.8625456224658721,0,0.06529589176422333,0.06529589176422333
0.8625456224658721,1,0.06529589176422333,0.06584822040634065
0.8625456224658721,2,0.06529589176422333,0.06580951158698052
0.8625456224658721,3,0.06529589176422333,0.06597501324901182
0.8625456224658721,4,0.06529589176422333,0.06917409456704747
0.8625456224658721,5,0.06529589176422333,0.06772913259053924
0.8625456224658721,6,0.06529589176422333,0.0668642297994531
0.8625456224658721,7,0.06416939695213206,0.06416939695213206
0.8625456224658721,8,0.06416939695213206,0.06442526256436862
0.8625456224658721,9,0.06416939695213206,0.06422461980781467
0.8625456224658721,10,0.06400535815732006,0.06400535815732006
0.8625456224658721,11,0.06400535815732006,0.06489744257430169
0.8625456224658721,12,0.06400535815732006,0.06405828158877229
0.8625456224658721,13,0.06400535815732006,0.06478117488448984
0.8625456224658721,14,0.06353922709134616,0.06353922709134616
0.8625456224658721,15,0.06353922709134616,0.07211035750798869
0.8625456224658721,16,0.06353922709134616,0.06436814037935551
0.8625456224658721,17,0.063527435117448,0.063527435117448
0.8625456224658721,18,0.06319814493686883,0.06319814493686883
0.8625456224658721,19,0.06319814493686883,0.06793326778828446
0.8625456224658721,20,0.06319814493686883,0.06635994257832789
0.8625456224658721,21,0.06319814493686883,0.06753367639407709
0.8625456224658721,22,0.06312125393531857,0.06312125393531857
0.8625456224658721,23,0.06312125393531857,0.06325538260441112
0.8625456224658721,24,0.06312125393531857,0.06637589237728518
0.8625456224658721,25,0.06312125393531857,0.06555409216823826
0.8625456224658721,26,0.06165394259167517,0.06165394259167517
0.8625456224658721,27,0.061613728740168516,0.061613728740168516
0.8625456224658721,28,0.06158620349680839,0.06158620349680839
0.8625456224658721,29,0.061369558489361126,0.061369558489361126
0.8625456224658721,30,0.06136269396984544,0.06136269396984544
0.8625456224658721,31,0.06136269396984544,0.061759746345988006
0.8625456224658721,32,0.06136269396984544,0.06279629607077111
0.8625456224658721,33,0.06136269396984544,0.062084399370725823
0.8625456224658721,34,0.06136269396984544,0.06179594197959399
0.8625456224658721,35,0.061241570360516216,0.061241570360516216
0.8625456224658721,36,0.061241570360516216,0.06444542191578687
0.8625456224658721,37,0.061241570360516216,0.07740547374211743
0.8625456224658721,38,0.061241570360516216,0.06344092693916925
0.8625456224658721,39,0.061241570360516216,0.061909447232337246
0.8625456224658721,40,0.061241570360516216,0.06942386533164048
0.8625456224658721,41,0.061241570360516216,0.062335363626041
0.8625456224658721,42,0.061241570360516216,0.06127759831690881
0.8625456224658721,43,0.061241570360516216,0.06307712893364775
0.8625456224658721,44,0.061241570360516216,0.0612772806700888
0.8625456224658721,45,0.061241570360516216,0.0615395473883558
0.8625456224658721,46,0.061241570360516216,0.07066254165772738
0.8625456224658721,47,0.061241570360516216,0.06160862848733671
0.8625456224658721,48,0.06096805692271466,0.06096805692271466
0.8625456224658721,49,0.06096805692271466,0.06132127889402652
0.8625456224658721,50,0.06096805692271466,0.06290964571544203
0.8625456224658721,51,0.06096805692271466,0.06257947779128868
0.8625456224658721,52,0.060810048891861326,0.060810048891861326
0.8625456224658721,53,0.060810048891861326,0.06117393085838199
0.8625456224658721,54,0.060810048891861326,0.06563575193040448
0.8625456224658721,55,0.060810048891861326,0.061648824327916414
0.8625456224658721,56,0.06070601284650363,0.06070601284650363
0.8625456224658721,57,0.06070601284650363,0.0610868421310421
0.8625456224658721,58,0.06070601284650363,0.06199982732311672
0.8625456224658721,59,0.06070601284650363,0.06127034013128988
0.8625456224658721,60,0.06070601284650363,0.06372975694739264
0.8625456224658721,61,0.06070601284650363,0.06412403164206999
0.8625456224658721,62,0.06070601284650363,0.06108054561874725
0.8625456224658721,63,0.06070601284650363,0.08214579965791781
0.8625456224658721,64,0.06070601284650363,0.06898035195197673
0.8625456224658721,65,0.06067474632747028,0.06067474632747028
0.8625456224658721,66,0.06067474632747028,0.06584118896465757
0.8625456224658721,67,0.06067474632747028,0.0627900226286025
0.8625456224658721,68,0.06067474632747028,0.06313828120119384
0.8625456224658721,69,0.06067474632747028,0.07262324219711395
0.8625456224658721,70,0.06067474632747028,0.06176015168551024
0.8625456224658721,71,0.06067474632747028,0.06351601304956996
0.8625456224658721,72,0.06067474632747028,0.06526270055201289
0.8625456224658721,73,0.06067474632747028,0.061305113725969744
0.8625456224658721,74,0.06067474632747028,0.06936512201445623
0.8625456224658721,75,0.06067474632747028,0.06284607868446705
0.8625456224658721,76,0.060618256283316206,0.060618256283316206
0.8625456224658721,77,0.060618256283316206,0.07436595187081055
0.8625456224658721,78,0.060618256283316206,0.06721817227553246
0.8625456224658721,79,0.060618256283316206,0.06401701307294806
0.8625456224658721,80,0.060618256283316206,0.0606222351359431
0.8625456224658721,81,0.060618256283316206,0.061536320969253974
0.8625456224658721,82,0.060618256283316206,0.061151982217209626
0.8625456224658721,83,0.060618256283316206,0.060986427606634086
0.8625456224658721,84,0.060618256283316206,0.06086881204652317
0.8625456224658721,85,0.060618256283316206,0.06338263662795822
0.8625456224658721,86,0.06004009071946571,0.06004009071946571
0.8625456224658721,87,0.06004009071946571,0.06084833185500205
0.8625456224658721,88,0.06004009071946571,0.06241441637893119
0.8625456224658721,89,0.05996890495837555,0.05996890495837555
0.8625456224658721,90,0.05996890495837555,0.060054332535664785
0.8625456224658721,91,0.05996890495837555,0.06651489628840629
0.8625456224658721,92,0.05996890495837555,0.07004082063264838
0.8625456224658721,93,0.05996890495837555,0.06000160525232927
