temp,it,bestsd,sd,acc
0.8553007811465052,0,0.06773617414039394,0.0678115206203191,0
0.8553007811465052,1,0.06773617414039394,0.06821036756989224,0
0.8553007811465052,2,0.06773617414039394,0.06871390248812219,0
0.8553007811465052,3,0.06639802265394001,0.06639802265394001,1
0.8553007811465052,4,0.06639802265394001,0.0668104009449664,0
0.8553007811465052,5,0.06639802265394001,0.07294685954476404,0
0.8553007811465052,6,0.06639802265394001,0.06748151305910964,0
0.8553007811465052,7,0.06639802265394001,0.06658615594226404,0
0.8553007811465052,8,0.06639802265394001,0.0664826879478458,0
0.8553007811465052,9,0.06639802265394001,0.07204333443827238,0
0.8553007811465052,10,0.06639802265394001,0.06719980799996257,0
0.8553007811465052,11,0.06639802265394001,0.06730714537420653,0
0.8553007811465052,12,0.06632402686050509,0.06632402686050509,0
0.8553007811465052,13,0.06632402686050509,0.06643857650552906,0
0.8553007811465052,14,0.06632402686050509,0.06651228882665296,0
0.8553007811465052,15,0.06632402686050509,0.0669872339041644,0
0.8553007811465052,16,0.06632402686050509,0.07554776991048151,0
0.8553007811465052,17,0.06615047438447431,0.06615047438447431,1
0.8553007811465052,18,0.06615047438447431,0.06664564081030096,0
0.8553007811465052,19,0.06556935168580061,0.06556935168580061,1
0.8553007811465052,20,0.06556935168580061,0.0655784487394961,0
0.8553007811465052,21,0.06556935168580061,0.08179104154930064,0
0.8553007811465052,22,0.06556935168580061,0.06570077924041534,0
0.8553007811465052,23,0.06556935168580061,0.0719520313972539,0
0.8553007811465052,24,0.06556935168580061,0.06560409257511059,0
0.8553007811465052,25,0.06556935168580061,0.06581433169212131,0
0.8553007811465052,26,0.06556935168580061,0.06599700596240964,0
0.8553007811465052,27,0.06556935168580061,0.06557903159104896,0
0.8553007811465052,28,0.06556935168580061,0.06564762369937133,0
0.8553007811465052,29,0.06556935168580061,0.06595308098925823,0
0.8553007811465052,30,0.06556935168580061,0.07069371587085384,0
0.8553007811465052,31,0.06556935168580061,0.06630484317674357,0
0.8553007811465052,32,0.06556935168580061,0.06557358717499762,0
0.8553007811465052,33,0.06556935168580061,0.06571871540753509,0
0.8553007811465052,34,0.06556935168580061,0.065777599044199,0
0.8553007811465052,35,0.06556935168580061,0.07784370458825163,0
0.8553007811465052,36,0.06556935168580061,0.07202863143903461,0
0.8553007811465052,37,0.06556935168580061,0.0657908228025304,0
0.8553007811465052,38,0.06556935168580061,0.06562927065657158,0
0.8553007811465052,39,0.06556935168580061,0.0658965045510263,0
0.8553007811465052,40,0.06556935168580061,0.0657482205900238,0
0.8553007811465052,41,0.06556935168580061,0.0657946261812114,0
0.8553007811465052,42,0.06482781024379047,0.06482781024379047,1
0.8553007811465052,43,0.06482781024379047,0.0651330379455389,0
0.8553007811465052,44,0.06482781024379047,0.07054370965388168,0
0.8553007811465052,45,0.06482781024379047,0.0650556145192952,0
0.8553007811465052,46,0.06482781024379047,0.06575501253647321,0
0.8553007811465052,47,0.06482781024379047,0.08880107669557359,0
0.8553007811465052,48,0.06482781024379047,0.06514217139592256,0
0.8553007811465052,49,0.06482781024379047,0.06507032581626361,0
0.8553007811465052,50,0.06481942352879223,0.06481942352879223,1
0.8553007811465052,51,0.06481942352879223,0.06774291854968835,0
0.8553007811465052,52,0.06481942352879223,0.07141990287985978,0
