PS,r,l,result,sDev,time,acc,den,n
5,0.95,0.06,0.053855,0.002464,0:03:22.985847,0.472,0.528,10
5,0.095,0.03,0.059346,0.003608,0:00:24.063805,0.46,0.54,10
5,0.095,0.06,0.063056,0.003459,0:00:13.153911,0.465,0.535,10
5,0.15,0.03,0.061499,0.00415,0:00:26.035602,0.468,0.532,10
5,0.15,0.06,0.0638,0.00285,0:00:13.215412,0.473,0.527,10
