temp,it,bestsd,sd
0.8625456224658721,5,0.06928528937171544,0.06965245903457352
0.8625456224658721,5,0.06928528937171544,0.06956251026960526
0.8625456224658721,4,0.06916216187601533,0.06916216187601533
0.8625456224658721,4,0.06916216187601533,0.06939526802703636
0.8625456224658721,4,0.06916216187601533,0.06929057257417874
0.8625456224658721,4,0.06916216187601533,0.09090683240954148
0.8625456224658721,5,0.06916216187601533,0.07327286629265638
0.8625456224658721,4,0.06916216187601533,0.07592813940639001
0.8625456224658721,3,0.06916216187601533,0.07174350527136379
0.8625456224658721,4,0.06916216187601533,0.07298216735933737
0.8625456224658721,4,0.06916216187601533,0.08432992008713791
0.8625456224658721,5,0.06916216187601533,0.06997758133557574
0.8625456224658721,4,0.06916216187601533,0.06953754609759279
0.8625456224658721,5,0.06916216187601533,0.06923298567581541
0.8625456224658721,5,0.06916216187601533,0.07118231646373926
0.8625456224658721,4,0.06916216187601533,0.0712555579583925
0.8625456224658721,5,0.068909802786126,0.068909802786126
0.8625456224658721,3,0.068909802786126,0.07024717805064726
0.8625456224658721,5,0.06788592357545468,0.06788592357545468
0.8625456224658721,4,0.06788592357545468,0.07073243050118383
0.8625456224658721,5,0.06788592357545468,0.06946884443622713
0.8625456224658721,5,0.06788592357545468,0.0726248187863907
0.8625456224658721,5,0.06788592357545468,0.0718593877249181
0.8625456224658721,3,0.06788592357545468,0.07046101432492502
0.8625456224658721,5,0.06788592357545468,0.07012349959509082
0.8625456224658721,5,0.06788592357545468,0.06797236970029161
0.8625456224658721,4,0.06788592357545468,0.07560733531846718
0.8625456224658721,5,0.06788592357545468,0.06924229104734655
0.8625456224658721,5,0.06788592357545468,0.06936941971305774
0.8625456224658721,4,0.06788592357545468,0.06873182853699922
0.8625456224658721,4,0.06788592357545468,0.06940693816065556
0.8625456224658721,5,0.06788592357545468,0.06935678635666075
0.8625456224658721,3,0.06788592357545468,0.07014792561668344
0.8625456224658721,2,0.06788592357545468,0.07099158866116767
0.8625456224658721,5,0.06788592357545468,0.07094986128105225
0.8625456224658721,3,0.06788592357545468,0.06995177524083085
0.8625456224658721,5,0.06788592357545468,0.07003595389957072
0.8625456224658721,2,0.06788592357545468,0.07076379076960079
0.8625456224658721,4,0.06788592357545468,0.07225850760469511
0.8625456224658721,5,0.06788592357545468,0.07797669432119468
0.8625456224658721,4,0.06788592357545468,0.07377003444937077
0.8625456224658721,4,0.06788592357545468,0.06932950482044456
0.8625456224658721,5,0.06788592357545468,0.08277568450446658
0.8625456224658721,4,0.06788592357545468,0.06918208590774651
0.8625456224658721,4,0.06788592357545468,0.07060275206840672
0.8625456224658721,4,0.06788592357545468,0.06927375133652056
0.8625456224658721,4,0.06788592357545468,0.06895189228756024
0.8625456224658721,5,0.06788592357545468,0.08572853848947126
0.8625456224658721,4,0.06788592357545468,0.06870378089506382
0.8625456224658721,4,0.06788592357545468,0.09267758732641272
0.8625456224658721,4,0.06788592357545468,0.07820165159780265
0.8625456224658721,4,0.06788592357545468,0.07277432995109949
0.8625456224658721,4,0.06788592357545468,0.0704713786316284
0.8625456224658721,5,0.06788592357545468,0.06949736532189822
0.8625456224658721,4,0.06788592357545468,0.07027039634296094
0.8625456224658721,6,0.06788592357545468,0.06946464370223004
0.8625456224658721,4,0.06788592357545468,0.07047249099291031
0.8625456224658721,4,0.06788592357545468,0.07018465463438635
0.8625456224658721,4,0.06788592357545468,0.07475820428367291
0.8625456224658721,5,0.06788592357545468,0.06926622354424736
0.8625456224658721,3,0.06788592357545468,0.07024180010267103
0.8625456224658721,4,0.06788592357545468,0.07192526137921204
0.8625456224658721,3,0.06788592357545468,0.07061798144104865
0.8625456224658721,3,0.06788592357545468,0.06951455201140723
0.8625456224658721,4,0.06788592357545468,0.06951111929827952
0.8625456224658721,3,0.06788592357545468,0.06930557130144588
0.8625456224658721,4,0.06788592357545468,0.06919790002255936
0.8625456224658721,4,0.06788592357545468,0.07062735569122425
0.8625456224658721,4,0.06788592357545468,0.07052705770049802
0.8625456224658721,5,0.06788592357545468,0.06986713451284543
0.8625456224658721,4,0.06788592357545468,0.07035282044196906
0.8625456224658721,4,0.06788592357545468,0.06927156303182656
0.8625456224658721,3,0.06788592357545468,0.06954090957810632
0.8625456224658721,4,0.06788592357545468,0.06928368931845248
0.8625456224658721,4,0.06788592357545468,0.07519081744763208
0.8625456224658721,5,0.06788592357545468,0.07391283763276535
0.8625456224658721,4,0.06788592357545468,0.08163743642540659
0.8625456224658721,5,0.06788592357545468,0.06947161541118327
0.8625456224658721,4,0.06788592357545468,0.06950446412914314
0.8625456224658721,4,0.06788592357545468,0.07078816503245046
0.8625456224658721,4,0.06788592357545468,0.0815713759415996
0.8625456224658721,4,0.06788592357545468,0.06893317109679738
0.8625456224658721,4,0.06788592357545468,0.07688848694518778
0.8625456224658721,4,0.06788592357545468,0.0692388719759859
0.8625456224658721,4,0.06788592357545468,0.07506817688872099
0.8625456224658721,5,0.06780946925173718,0.06780946925173718
0.8625456224658721,4,0.06780946925173718,0.07058226303795478
0.8625456224658721,4,0.06780946925173718,0.07257385654301725
0.8625456224658721,4,0.06780946925173718,0.07650615496487605
0.8625456224658721,4,0.0676916387382877,0.0676916387382877
0.8625456224658721,4,0.0676916387382877,0.07489718102750186
0.8625456224658721,6,0.0676916387382877,0.06935604188719381
0.8625456224658721,4,0.0676916387382877,0.07256975299773863
0.8625456224658721,4,0.0676916387382877,0.07281641462004593
0.8625456224658721,4,0.06525077303652604,0.06525077303652604
0.8625456224658721,5,0.06525077303652604,0.07711751295977447
0.8625456224658721,5,0.06525077303652604,0.07279693402041461
0.8625456224658721,3,0.06525077303652604,0.07637773411578358
0.8625456224658721,3,0.06525077303652604,0.07408602639869807
0.8625456224658721,4,0.06525077303652604,0.07255222728413396
0.8625456224658721,3,0.06525077303652604,0.0732394324898274
0.8625456224658721,6,0.06525077303652604,0.07256356093297847
0.8625456224658721,2,0.06525077303652604,0.07280262841604755
0.8625456224658721,4,0.06525077303652604,0.07263398391523
0.8625456224658721,4,0.06525077303652604,0.07271998882412307
0.8625456224658721,5,0.06525077303652604,0.07221249001280533
0.8625456224658721,5,0.06525077303652604,0.07154261926977562
0.8625456224658721,4,0.06525077303652604,0.07229359424451286
0.8625456224658721,3,0.06525077303652604,0.07415140015298782
0.8625456224658721,4,0.06525077303652604,0.07214149178450277
0.8625456224658721,5,0.06525077303652604,0.07258168802645229
0.8625456224658721,5,0.06525077303652604,0.07375608664231664
0.8625456224658721,5,0.06525077303652604,0.08882532395380353
0.8625456224658721,5,0.06525077303652604,0.07277310428081203
0.8625456224658721,4,0.06525077303652604,0.0831185280225912
0.8625456224658721,5,0.06525077303652604,0.07281763813536393
0.8625456224658721,4,0.06525077303652604,0.0719909210318332
0.8625456224658721,4,0.06525077303652604,0.08010365755540261
0.8625456224658721,4,0.06525077303652604,0.07595906956563989
0.8625456224658721,4,0.06525077303652604,0.08964268867731236
0.8625456224658721,4,0.06525077303652604,0.07266624066642363
0.8625456224658721,5,0.06525077303652604,0.0723795574023767
0.8625456224658721,3,0.06525077303652604,0.07288327419108305
0.8625456224658721,5,0.06525077303652604,0.0760791871225902
0.8625456224658721,4,0.06525077303652604,0.07299648882407203
0.8625456224658721,4,0.06525077303652604,0.07311471745750005
0.8625456224658721,4,0.06525077303652604,0.07285129718980812
0.8625456224658721,2,0.06525077303652604,0.07229685320546099
0.8625456224658721,5,0.06525077303652604,0.08027310100081557
0.8625456224658721,4,0.06525077303652604,0.07365568760028318
0.8625456224658721,4,0.06525077303652604,0.07297480561942651
0.8625456224658721,4,0.06525077303652604,0.07261952918235154
0.8625456224658721,4,0.06525077303652604,0.07244076492012508
0.8625456224658721,4,0.06525077303652604,0.07293278169209252
0.8625456224658721,4,0.06525077303652604,0.07277298916775905
0.8625456224658721,4,0.06525077303652604,0.07304311950357016
0.8625456224658721,4,0.06525077303652604,0.07276929985538931
0.8625456224658721,5,0.06525077303652604,0.0726083345053443
0.8625456224658721,4,0.06525077303652604,0.07288000254718728
0.8625456224658721,4,0.06525077303652604,0.07363322558321574
0.8625456224658721,2,0.06525077303652604,0.07177489014463573
0.8625456224658721,4,0.06525077303652604,0.07332216407485044
0.8625456224658721,5,0.06525077303652604,0.07243710559661133
0.8625456224658721,5,0.06525077303652604,0.0725017218253088
0.8625456224658721,4,0.06525077303652604,0.07216282458541448
0.8625456224658721,5,0.06525077303652604,0.07374374743529896
0.8625456224658721,5,0.06525077303652604,0.07327609986765495
0.8625456224658721,4,0.06525077303652604,0.08257254865028747
0.8625456224658721,4,0.06525077303652604,0.07311533291162892
0.8625456224658721,6,0.06525077303652604,0.07267107552664337
0.8625456224658721,4,0.06525077303652604,0.07262592709957218
0.8625456224658721,4,0.06525077303652604,0.07255226553904369
0.8625456224658721,5,0.06525077303652604,0.07186698908115445
0.8625456224658721,4,0.06525077303652604,0.07323322559483521
0.8625456224658721,5,0.06525077303652604,0.07266060235899723
0.8625456224658721,4,0.06525077303652604,0.08212504684506092
0.8625456224658721,2,0.06525077303652604,0.07272953160668548
0.8625456224658721,4,0.06525077303652604,0.0783451542988371
0.8625456224658721,6,0.06525077303652604,0.07749931975852781
0.8625456224658721,4,0.06525077303652604,0.0723197228239066
0.8625456224658721,4,0.06525077303652604,0.09179939382206637
0.8625456224658721,3,0.06525077303652604,0.07326487541171597
0.8625456224658721,3,0.06525077303652604,0.07553995776383268
0.8625456224658721,5,0.06525077303652604,0.07269211949631402
0.8625456224658721,4,0.06525077303652604,0.0725235922348094
0.8625456224658721,4,0.06525077303652604,0.07072031076679358
0.8625456224658721,4,0.06525077303652604,0.08196762262652632
0.8625456224658721,5,0.06525077303652604,0.07256794152886299
0.8625456224658721,4,0.06525077303652604,0.07336104418337888
0.8625456224658721,4,0.06525077303652604,0.08538260802675647
0.8625456224658721,3,0.06525077303652604,0.07258327002863481
0.8625456224658721,4,0.06525077303652604,0.0725500810839897
0.8625456224658721,4,0.06525077303652604,0.07295434742277279
0.8625456224658721,3,0.06525077303652604,0.07379565781212212
0.8625456224658721,2,0.06525077303652604,0.07313967453615455
0.8625456224658721,4,0.06525077303652604,0.07430636541954552
0.8625456224658721,4,0.06525077303652604,0.07202695006699962
0.8625456224658721,6,0.06525077303652604,0.07262180031717286
0.8625456224658721,4,0.06525077303652604,0.07282905588211568
0.8625456224658721,4,0.06525077303652604,0.07272376491264858
0.8625456224658721,4,0.06525077303652604,0.07849028805672957
0.8625456224658721,4,0.06525077303652604,0.07342417094760835
0.8625456224658721,4,0.06525077303652604,0.07551853014754757
0.8625456224658721,4,0.06525077303652604,0.0725279636448436
0.8625456224658721,5,0.06525077303652604,0.0718378963907419
0.8625456224658721,6,0.06525077303652604,0.07456243821118873
0.8625456224658721,4,0.06525077303652604,0.07256608687163026
0.8625456224658721,6,0.06525077303652604,0.0739421557986483
0.8625456224658721,5,0.06525077303652604,0.07275803174637097
0.8625456224658721,5,0.06525077303652604,0.07277375916297342
0.8625456224658721,4,0.06525077303652604,0.07781279721397422
0.8625456224658721,4,0.06525077303652604,0.0724685245507712
0.8625456224658721,5,0.06525077303652604,0.07257265632291968
0.8625456224658721,4,0.06525077303652604,0.07454777975299266
0.8625456224658721,2,0.06525077303652604,0.07623253255208334
0.8625456224658721,5,0.06525077303652604,0.07491551409852783
0.8625456224658721,4,0.06525077303652604,0.07265927054787327
0.8625456224658721,4,0.06525077303652604,0.07244822680838038
0.8625456224658721,4,0.06525077303652604,0.07913953277126294
0.8625456224658721,4,0.06525077303652604,0.07342794361522069
0.8625456224658721,4,0.06525077303652604,0.07263322039758291
0.8625456224658721,5,0.06525077303652604,0.08603182821401067
0.8625456224658721,5,0.06525077303652604,0.07294615348856263
