relationship,method,colourDistribution,static,l,r,maxExecsPS,result,p_acc,p_den,time
colours,numbers,4rectangles,True,0.06,0.095,5,0.06740598158679177,0.9869281045751634,0.013071895424836602,26.678138256072998
colours,numbers,4rectangles,True,0.06,0.095,5,0.0648110032131491,0.9934640522875817,0.006535947712418301,26.47415018081665
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,1.0,0.0,26.634151458740234
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9912854030501089,0.008714596949891068,26.637505531311035
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9869281045751634,0.013071895424836602,26.303860425949097
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9956427015250545,0.004357298474945534,26.60973334312439
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9978213507625272,0.002178649237472767,26.50286054611206
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9847494553376906,0.015250544662309368,26.408228874206543
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9891067538126361,0.010893246187363835,26.424253225326538
colours,numbers,4rectangles,True,0.06,0.095,5,0.06773617414039394,0.9891067538126361,0.010893246187363835,26.423592805862427
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.9876796714579056,0.012320328542094456,28.077253341674805
colours,numbers,4rectangles,True,0.06,0.15,5,0.06768743048619424,0.9958932238193019,0.004106776180698152,27.958342790603638
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.9876796714579056,0.012320328542094456,28.05197238922119
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.997946611909651,0.002053388090349076,28.040834665298462
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.9835728952772074,0.01642710472279261,27.92098116874695
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.9917864476386037,0.008213552361396304,28.05608606338501
colours,numbers,4rectangles,True,0.06,0.15,5,0.06516977021169519,0.9876796714579056,0.012320328542094456,29.385796308517456
colours,numbers,4rectangles,True,0.06,0.15,5,0.06761026087248334,0.997946611909651,0.002053388090349076,28.344892978668213
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.9917864476386037,0.008213552361396304,28.028096437454224
colours,numbers,4rectangles,True,0.06,0.15,5,0.06773617414039394,0.997946611909651,0.002053388090349076,28.06965970993042
