relationship,method,colourDistribution,static,l,r,maxExecsPS,result,time,tempC0,tempC1,tempC2,tempC3,tempC4,tempC5
groups,and,,True,0.06,0.095,1,0.12484449569344568,724.7380502223969,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1312760908548113,739.2638354301453,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1291583545714314,726.957507610321,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1324544777157303,737.4070570468903,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12925496587498178,733.5732634067535,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13008476418332826,745.5668804645538,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13191483071986748,722.1587469577789,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1349783528837158,723.7675333023071,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13577085147448686,733.6047868728638,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1328275791070101,733.2253489494324,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11622757131892938,729.2684547901154,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12834600835159823,733.7491204738617,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11061832103990658,732.1689431667328,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11547308479135504,734.6918640136719,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.14183896601980278,732.0583748817444,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13042839798965736,729.0051748752594,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12358475909710992,727.081524848938,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12745684360439893,734.7504599094391,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12359768405343828,720.5927722454071,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11911306410563016,752.1220710277557,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13393944622929949,730.9808328151703,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13632742222727146,731.1731796264648,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1185977280097531,728.7898330688477,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12909153225411055,745.9902081489563,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13803934369470464,735.4234833717346,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1300898420028165,724.657116651535,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13340869875066527,739.2988154888153,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.142185933421519,753.6816484928131,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12430177436307756,746.912451505661,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13502331314034102,730.6147036552429,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1394997296997705,741.0079090595245,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13258469689426178,737.6573841571808,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11430308122933344,2178.754200220108,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1483700360599379,734.0811622142792,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12425626568843867,729.7589385509491,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13221960154000864,731.0715837478638,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.13761216419176256,732.6860749721527,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.11431271809345571,731.1563770771027,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.12106093229979088,718.8130044937134,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.14411161042547982,745.2123944759369,/,/,/,/,/,/
groups,and,,True,0.06,0.095,1,0.1275565188715917,20119.44414830208,/,/,/,/,/,/
